word,neg_docs_with_word,pos_docs_with_word,neg_docs_without_word,pos_docs_without_word,neg_rate,pos_rate,doc_freq_total,odds_ratio_neg_vs_pos,log2_odds_neg_vs_pos,chi_square_df1,p_value,n_negative_docs,n_positive_docs,favours,p_value_fdr_bh,significant_5pct
stories,6,23,584,457,0.010169491525423728,0.04791666666666667,29,0.21649709699142747,-2.207580414896797,14.302014423070625,0.00015569817193258862,590,480,positive,0.0004366139212924443,True
yes,10,29,580,451,0.01694915254237288,0.06041666666666667,39,0.2768361581920904,-1.8528957059677893,14.239126956426682,0.00016098821375112822,590,480,positive,0.0004490723857268313,True
text,25,48,565,432,0.0423728813559322,0.1,73,0.4021165468019361,-1.3143143916813655,13.826517863318305,0.00020048656925778896,590,480,positive,0.0005243744127709903,True
past,4,19,586,461,0.006779661016949152,0.03958333333333333,23,0.1815856777493606,-2.4612776778026704,13.540897135773168,0.00023342079043519386,590,480,positive,0.0005976474344475978,True
works,4,19,586,461,0.006779661016949152,0.03958333333333333,23,0.1815856777493606,-2.4612776778026704,13.540897135773168,0.00023342079043519386,590,480,positive,0.0005976474344475978,True
interest,4,19,586,461,0.006779661016949152,0.03958333333333333,23,0.1815856777493606,-2.4612776778026704,13.540897135773168,0.00023342079043519386,590,480,positive,0.0005976474344475978,True
less,19,39,571,441,0.03220338983050847,0.08125,58,0.3813747965048673,-1.3907185898808667,12.418996768468617,0.000424988483780486,590,480,positive,0.0010332288825855853,True
liked,20,40,570,440,0.03389830508474576,0.08333333333333333,60,0.3908310881726015,-1.355382865634809,12.22007793999739,0.00047277955858085474,590,480,positive,0.00113896893658115,True
style,13,31,577,449,0.022033898305084745,0.06458333333333334,44,0.33358070500927645,-1.5838922521254204,12.152470772123054,0.0004902287765655791,590,480,positive,0.0011724004547565875,True
awesome,6,21,584,459,0.010169491525423728,0.04375,27,0.23767083772654027,-2.0729631998036275,12.133986012028897,0.0004951118144392098,590,480,positive,0.0011767231464250277,True
update,8,24,582,456,0.013559322033898305,0.05,32,0.2718927914513445,-1.8788901924222894,12.114419026158519,0.0005003342409039011,590,480,positive,0.0011838265521386946,True
life,18,37,572,443,0.030508474576271188,0.07708333333333334,55,0.3821717612809316,-1.3877069135501734,11.774741676597317,0.0006003984398306373,590,480,positive,0.0014080140403107866,True
believe,5,19,585,461,0.00847457627118644,0.03958333333333333,24,0.2223171078849986,-2.169309123080392,11.681521677730247,0.0006312388524762975,590,480,positive,0.001466868983008458,True
plot,9,25,581,455,0.015254237288135594,0.052083333333333336,34,0.29182472645119956,-1.7768259661990777,11.668646229105477,0.0006356224538725387,590,480,positive,0.001466868983008458,True
features,7,22,583,458,0.011864406779661017,0.04583333333333333,29,0.2619251642387889,-1.9327734228334499,11.582223610837412,0.000665852729968871,590,480,positive,0.001485811182685554,True
another,20,38,570,442,0.03389830508474576,0.07916666666666666,58,0.4130006715458074,-1.2757839673951397,10.579327776404556,0.0011435923576994594,590,480,positive,0.0024840325802488257,True
each,7,21,583,459,0.011864406779661017,0.04375,28,0.27470556585161715,-1.864041953511893,10.559425221217346,0.0011559713545459924,590,480,positive,0.0024922639886589696,True
